DO	pH	ORP	Cond	Temp	WQI
8.328840438	11.876734	0.1870122	357.9657	24.543549	45.18440546
8.328341165	11.870077	0.1870017	357.96005	24.546783	45.13538402
8.32886406	11.867102	0.18702531	358.0063	24.543396	45.11066767
8.329410637	11.8676815	0.18709826	357.91028	24.539856	45.11332446
8.329830032	11.881855	0.18708372	357.97308	24.53714	45.22005297
8.32920327	11.876042	0.18703842	357.92758	24.541199	45.17781019
8.329448313	11.879458	0.18714309	357.9975	24.539612	45.20354139
8.33206908	11.881415	0.18712449	358.1738	24.522644	45.20801892
8.332498136	11.878557	0.1870296	358.1769	24.519867	45.18393552
8.332375611	11.875581	0.18710232	358.12106	24.52066	45.1620358
8.332238875	11.8756275	0.18704343	358.1314	24.521545	45.16261879
8.33144681	11.877973	0.18703365	358.08444	24.526672	45.18365976
8.332738715	11.892601	0.18711424	358.01816	24.51831	45.29091387
8.332436796	11.893383	0.18711185	357.9697	24.520264	45.29808385
8.333361156	11.88521	0.18718696	357.88556	24.514282	45.23226966
8.333078204	11.87508	0.18717527	357.90314	24.516113	45.15580435
8.333478916	11.87554	0.1871562	357.89453	24.51352	45.15763247
8.332144475	11.873964	0.18721461	357.85007	24.522156	45.15117956
8.334568568	11.871425	0.18722105	357.7872	24.50647	45.12216352
8.333328085	11.87013	0.18729043	357.8398	24.514496	45.11754703
8.335120445	11.870746	0.1873939	357.86874	24.5029	45.11570308
8.333974252	11.870895	0.1872921	357.91513	24.510315	45.12084642
8.335729285	11.871841	0.18733716	357.94336	24.498962	45.12136319
8.336002964	11.870296	0.1873548	357.9285	24.497192	45.10854768
8.336861831	11.875496	0.1872983	357.90967	24.491638	45.14463272
8.336673003	11.872263	0.18734074	357.96576	24.492859	45.12086705
8.336824096	11.872249	0.18731666	358.03983	24.491882	45.12003133
8.337064741	11.8725815	0.18734026	357.9466	24.490326	45.12174746
8.337527353	11.867842	0.18739057	357.90012	24.487335	45.08390953
8.338084371	11.874304	0.18736649	357.97693	24.483734	45.13102422
8.339033357	11.868862	0.18746495	357.937	24.4776	45.08613791
8.338877552	11.866271	0.18746829	357.97577	24.478607	45.066945
8.337008136	11.863641	0.18743038	358.07776	24.490692	45.05403268
8.337933393	11.860848	0.18740058	358.0247	24.48471	45.02882638
8.337465947	11.864011	0.18733859	358.0521	24.487732	45.05455587
8.336998702	11.874504	0.18724585	357.99	24.490753	45.13621676
8.337772829	11.880043	0.18731904	357.9832	24.485748	45.17592723
8.336153881	11.869651	0.18737173	358.12433	24.496216	45.10310328
8.33726766	11.861131	0.1873138	358.05753	24.489014	45.0331691
8.336644703	11.877514	0.18736887	357.97192	24.493042	45.16131627
8.336097286	11.879715	0.18739533	358.0153	24.496582	45.1804747
8.337041078	11.869421	0.18731427	358.05978	24.490479	45.09751463
8.336512637	11.881262	0.18738103	358.10815	24.493896	45.19058916
8.335738717	11.881737	0.18740249	357.96805	24.498901	45.19741044
8.336342688	11.879995	0.18737626	357.97437	24.494995	45.18154158
8.336932663	11.882714	0.18737602	358.10065	24.49118	45.20000779
8.335993532	11.875484	0.18739748	358.09363	24.497253	45.14851784
8.336441811	11.871494	0.18741131	358.12708	24.494354	45.11627732
8.335233765	11.879869	0.18737864	358.121	24.502167	45.18499053
8.335620746	11.872693	0.18732548	358.16968	24.499664	45.12825174
8.335351727	11.8568	0.1874044	358.21384	24.501404	45.00811196
8.335516847	11.852434	0.18733835	358.18225	24.500336	44.97368961
8.334710164	11.858611	0.18735242	358.2601	24.505554	45.02423907
8.334780963	11.852856	0.18728805	358.24246	24.505096	44.97956991
8.335323434	11.854803	0.18721437	358.20242	24.501587	44.99192305
8.335285711	11.858982	0.18720293	358.27805	24.501831	45.0239936
8.334695942	11.8645935	0.18720055	358.3223	24.505646	45.06926636
8.333026283	11.847022	0.18720579	358.2601	24.516449	44.94144429
8.333912892	11.851955	0.18709445	358.28928	24.510712	44.97508209
8.334582789	11.84836	0.18711925	358.34396	24.506378	44.94504387
8.332304848	11.853531	0.18709874	358.41183	24.521118	44.99354743
8.332785844	11.861826	0.18714356	358.39713	24.518005	45.05536096
8.333818613	11.858812	0.1871326	358.34283	24.511322	45.02813763
8.332597179	11.858484	0.18713737	358.39502	24.519226	45.03049994
8.332927232	11.859589	0.18702984	358.47818	24.51709	45.03707079
8.331672968	11.863001	0.18705821	358.40872	24.525208	45.06831225
8.332257724	11.857157	0.18697453	358.47702	24.521423	45.02081901
8.3312911	11.852592	0.18701553	358.52924	24.52768	44.98993824
8.331691969	11.865433	0.1869719	358.46466	24.525085	45.08638672
8.330763303	11.8611145	0.186872	358.5313	24.531097	45.05648698
8.331682546	11.848021	0.18695068	358.5495	24.525146	44.95305533
8.329933651	11.859652	0.18692183	358.51273	24.536469	45.04885359
8.330980006	11.860945	0.1868732	358.58737	24.529694	45.05433628
8.330183519	11.853483	0.1868105	358.50977	24.534851	45.00005391
8.329679317	11.85522	0.18682408	358.58597	24.538116	45.01542083
8.329368329	11.855751	0.18678617	358.58066	24.54013	45.02051559
8.328873478	11.852575	0.18666792	358.57126	24.543335	44.99753968
8.328906518	11.847534	0.18669534	358.63226	24.543121	44.95897638
8.328906518	11.85026	0.18665504	358.65164	24.543121	44.97962274
8.327610877	11.853054	0.18656611	358.6059	24.551514	45.00567041
8.328359999	11.8519125	0.18652129	358.61472	24.546661	44.99372163
8.326895054	11.859234	0.18648624	358.64426	24.556152	45.05537902
8.326805545	11.862734	0.18646789	358.652	24.556732	45.08242162
8.326391049	11.858053	0.18644977	358.7787	24.559418	45.0481454
8.326649989	11.853943	0.18641067	358.82635	24.55774	45.01545431
8.326056824	11.859891	0.18638253	358.78427	24.561584	45.0631778
8.326414658	11.859636	0.1863339	358.7492	24.559265	45.05954577
8.324870256	11.8585205	0.18631124	358.89096	24.569275	45.05701597
8.325341083	11.854322	0.18627477	358.89404	24.566223	45.02282086
8.324917306	11.852623	0.1862266	358.91846	24.56897	45.01124191
8.324705508	11.854162	0.18620038	358.94357	24.570343	45.02371997
8.323942932	11.852452	0.18618035	358.98816	24.575287	45.01355203
8.323646356	11.852304	0.18610406	358.96536	24.57721	45.01318757
8.323119414	11.85458	0.18607879	359.0364	24.580627	45.0325616
8.322319475	11.851583	0.18616056	359.0763	24.585815	45.01323779
8.322488764	11.8538475	0.1861794	359.0866	24.584717	45.0299973
8.321514893	11.85796	0.18612242	359.13403	24.591034	45.06502983
8.321354887	11.855617	0.18610835	359.0943	24.592072	45.04765828
8.322145258	11.852971	0.18608618	359.14328	24.586945	45.02415312
8.321533699	11.853806	0.18604302	359.1601	24.590912	45.03273903
8.320931622	11.855273	0.18600225	359.16663	24.594818	45.04613685
8.320263662	11.849327	0.18600392	359.232	24.599152	45.00329133
8.320357824	11.8553	0.18592119	359.2714	24.598541	45.04818621
8.319271607	11.848493	0.18596268	359.25772	24.60559	45.00062448
8.318984723	11.854192	0.18594575	359.25812	24.607452	45.045287
8.319097502	11.851358	0.18580198	359.31754	24.60672	45.0223805
8.318824803	11.851507	0.18592906	359.35883	24.60849	45.02528373
8.318326436	11.848359	0.1858182	359.3899	24.611725	45.00257564
8.317626039	11.846794	0.18577003	359.3428	24.616272	44.99311991
8.31730645	11.848404	0.18579507	359.37463	24.618347	45.00684368
8.317297056	11.8442955	0.18581414	359.49316	24.618408	44.97554052
8.316601431	11.845251	0.18578172	359.4918	24.622925	44.98543976
8.316653018	11.84713	0.18583846	359.52377	24.62259	44.99991912
8.31599521	11.844938	0.18588018	359.58105	24.626862	44.98597745
8.315816762	11.845066	0.18590832	359.5386	24.628021	44.98781592
8.315530089	11.847151	0.18582797	359.64117	24.629883	45.0044797
8.314087904	11.85067	0.1857667	359.61777	24.639252	45.03680555
8.314106681	11.849363	0.1857295	359.67783	24.63913	45.0265292
8.313857817	11.845061	0.18574166	359.70685	24.640747	44.99465843
8.31271663	11.8506155	0.18574524	359.77582	24.648163	45.04171506
8.312754173	11.846964	0.18578792	359.75333	24.647919	45.01384957
8.313313041	11.845755	0.1858666	359.78705	24.644287	45.00280078
8.312293987	11.8482485	0.18579316	359.83984	24.65091	45.02553413
8.311528802	11.844363	0.18601799	359.8843	24.655884	45.00003905
8.312279986	11.8469305	0.18598413	359.9278	24.651001	45.01652601
8.311049971	11.845436	0.1858387	359.92065	24.658997	45.00919043
8.311233161	11.843013	0.1857183	360.003	24.657806	44.98927512
8.309825044	11.848799	0.18564081	359.97702	24.666962	45.03872837
8.309524744	11.844957	0.18565083	360.011	24.668915	45.01057066
8.310303751	11.846701	0.18575168	360.1095	24.663849	45.02136657
8.308914822	11.846981	0.1856873	360.0883	24.672882	45.02867615
8.308586447	11.844266	0.18562126	360.19116	24.675018	45.00884738
8.308365852	11.841507	0.18556643	360.17014	24.676453	44.98831423
8.308928966	11.838099	0.18550634	360.2963	24.67279	44.95967611
8.307723188	11.839895	0.18543696	360.31015	24.680634	44.97783416
8.306968121	11.843124	0.18551493	360.15225	24.685547	45.00595989
8.30606306	11.84641	0.18554688	360.41748	24.691437	45.03487052
8.306696123	11.8576145	0.18553829	360.40665	24.687317	45.11806107
8.306161548	11.853458	0.1854322	360.4335	24.690796	45.08780411
8.305026986	11.848635	0.18555474	360.49408	24.698181	45.05605209
8.304187879	11.845969	0.18550205	360.52832	24.703644	45.03869655
8.304427016	11.8451805	0.1854794	360.5961	24.702087	45.03159182
8.303245885	11.841982	0.18548822	360.69522	24.709778	45.01184778
8.304726992	11.83889	0.18538165	359.89142	24.700134	44.9817362
8.303428618	11.836799	0.18539405	359.933	24.708588	44.97095235
8.303241278	11.833916	0.18533587	359.92538	24.709808	44.94932031
8.302027746	11.829614	0.18533444	359.96994	24.717712	44.92120478
8.30206981	11.833032	0.18539715	359.9694	24.717438	44.94753197
8.301179811	11.837592	0.1853466	360.7164	24.723236	44.98569087
8.300130695	11.834469	0.18536973	360.42215	24.730072	44.96607743
8.30050544	11.834303	0.18539834	360.03876	24.72763	44.9634732
8.30100177	11.838662	0.18539858	360.11914	24.724396	44.99486462
8.299933973	11.836134	0.18546176	360.11896	24.731354	44.98009344
8.299844975	11.837154	0.18552613	360.11258	24.731934	44.98859756
8.299180154	11.835836	0.18556643	360.10004	24.736267	44.9813649
8.298379517	11.835482	0.18544126	360.14282	24.741486	44.98116229
8.297986229	11.835232	0.1853776	360.16895	24.74405	44.98046866
8.297859997	11.831484	0.18544602	360.252	24.744873	44.95265244
8.296970795	11.832832	0.1854608	360.25696	24.750671	44.96657653
8.297448041	11.830366	0.18554068	360.30405	24.747559	44.94623817
8.29654021	11.834153	0.18547821	360.30347	24.753479	44.97848816
8.296437323	11.831015	0.18552613	360.36334	24.75415	44.95513785
8.295202092	11.832881	0.18550372	360.35928	24.762207	44.97420012
8.294191703	11.829883	0.18536043	360.82156	24.768799	44.9544981
8.294088868	11.832741	0.18540454	360.4428	24.76947	44.97701493
8.294584674	11.829436	0.18547845	360.51666	24.766235	44.95015002
8.294191703	11.827015	0.18546653	360.83328	24.768799	44.93311751
8.293312541	11.828011	0.1854527	361.3667	24.774536	44.94415461
8.292031407	11.82157	0.18557024	361.367	24.782898	44.90057478
8.293120854	11.825497	0.18560076	361.02438	24.775787	44.92646865
8.292405355	11.825214	0.18553734	360.64618	24.780457	44.92680237
8.291026295	11.825458	0.1855483	360.72412	24.78946	44.93420089
8.290694572	11.821215	0.18544483	361.08475	24.791626	44.90249101
8.291353599	11.825233	0.18540072	360.79684	24.787323	44.93038952
8.290568382	11.824871	0.18541813	360.79498	24.79245	44.93082832
8.29027865	11.823278	0.1855123	360.78372	24.794342	44.92029121
8.289792637	11.82462	0.18547988	361.6224	24.797516	44.93231656
8.289087135	11.818523	0.18546772	360.91626	24.802124	44.88839031
8.288914297	11.823677	0.18546844	360.89658	24.803253	44.92852391
8.287330731	11.826483	0.18544388	361.18896	24.813599	44.95615082
8.287251459	11.823669	0.18542099	360.96265	24.814117	44.93480705
8.286868435	11.823641	0.18534255	361.8085	24.81662	44.93569249
8.287461577	11.822461	0.18528509	361.02246	24.812744	44.92400032
8.285523735	11.823706	0.18536568	361.81488	24.825409	44.94164996
8.285439752	11.824658	0.18534541	361.02283	24.825958	44.94916035
8.284851606	11.824434	0.1853509	361.0487	24.829803	44.94980939
8.285304373	11.8236	0.1853137	361.0189	24.826843	44.94143076
8.284664853	11.822088	0.18525672	361.07135	24.831024	44.93209186
8.284011351	11.824324	0.18529129	361.0973	24.835297	44.95198256
8.282961472	11.820304	0.18532968	361.11798	24.842163	44.9255891
8.283204119	11.82514	0.18538308	361.131	24.840576	44.96192249
8.281907089	11.820691	0.18524933	361.1968	24.84906	44.93230445
8.283050151	11.823856	0.18520355	361.16452	24.841583	44.95174518
8.281874378	11.81679	0.18522716	361.19534	24.849274	44.90246089
8.281268032	11.815304	0.1851561	361.27713	24.853241	44.8931139
8.281277355	11.821734	0.18513393	361.28864	24.85318	44.94216732
8.280671086	11.816018	0.18515134	361.31158	24.857147	44.90092152
8.279859692	11.8145275	0.18512177	362.1549	24.862457	44.89257604
8.280004235	11.817949	0.18513775	361.4137	24.861511	44.91827301
8.279356117	11.819286	0.18515801	361.36948	24.865753	44.93118559
8.278456356	11.814135	0.18514085	361.43088	24.871643	44.89524322
8.278745361	11.813965	0.18514895	361.4379	24.869751	44.89283875
8.278386552	11.814518	0.18531156	361.4883	24.8721	44.89936586
8.277002133	11.811636	0.1852529	361.4853	24.881165	44.88248921
8.276405882	11.815051	0.18506789	361.49957	24.88507	44.90999937
8.275469287	11.809383	0.1851108	361.54675	24.891205	44.87056834
8.275320304	11.812044	0.1851325	361.60062	24.892181	44.89164059
8.275795357	11.810223	0.18521452	361.65686	24.889069	44.87625863
8.275124618	11.814292	0.18521309	361.69342	24.893463	44.91005293
8.274705341	11.81477	0.18524003	361.65356	24.89621	44.91551922
8.273997524	11.819071	0.18532038	361.66553	24.900848	44.95167428
8.27375993	11.815235	0.18537593	361.68652	24.902405	44.92355756
8.273494577	11.817841	0.1854608	361.786	24.904144	44.94500908
8.273373427	11.811319	0.18532252	361.79327	24.904938	44.89483579
8.272549257	11.806934	0.18533325	361.84634	24.91034	44.86460511
8.272363145	11.808476	0.18535638	361.788	24.91156	44.87726858
8.271390295	11.80686	0.18535972	361.86884	24.917938	44.86877964
8.271501938	11.810581	0.18535662	361.9713	24.917206	44.89679705
8.270422221	11.809608	0.18539786	361.95782	24.924286	44.89385614
8.26954277	11.807959	0.18541694	362.0473	24.930054	44.88482834
8.27018496	11.810041	0.18544197	361.9969	24.925842	44.89834773
8.268951886	11.807065	0.18543935	362.03152	24.93393	44.88045133
8.269082222	11.806267	0.18538761	362.08517	24.933075	44.87354981
8.268356505	11.807533	0.18544436	362.0763	24.937836	44.88642243
8.268054118	11.806594	0.18547988	362.09103	24.93982	44.88062644
8.266607989	11.80515	0.18539691	362.14426	24.94931	44.87486955
8.266812462	11.804555	0.1854186	362.17578	24.947968	44.86962077
8.2652179	11.800755	0.18529773	362.2342	24.958435	44.84621924
8.26555255	11.805685	0.18521309	362.25528	24.956238	44.88216743
8.265826899	11.80138	0.18506908	362.25433	24.954437	44.84736084
8.264404452	11.8027935	0.1850686	362.27164	24.963776	44.8638205
8.264288256	11.801676	0.18510032	362.31918	24.964539	44.85589922
8.263814367	11.800894	0.18514347	362.24124	24.967651	44.8520262
8.263949128	11.799673	0.18509126	362.26212	24.966766	44.84186735
8.263052316	11.801043	0.18532133	362.3852	24.972656	44.85714334
8.2629223	11.799511	0.18535876	362.2805	24.97351	44.84613531
8.26163071	11.800085	0.18529081	362.34036	24.981995	44.8552895
8.262141672	11.798333	0.18524313	362.41776	24.978638	44.83959829
8.261031691	11.803359	0.18519211	362.4926	24.985931	44.88219393
8.261282491	11.8160515	0.18523312	362.52505	24.984283	44.97855487
8.261691134	11.830165	0.18519354	362.51712	24.981598	45.08473272
8.26060439	11.835428	0.18511319	362.58286	24.988739	45.12889281
8.260999125	11.833323	0.1849649	362.62158	24.986145	45.1104223
8.261054823	11.832293	0.18508554	362.69086	24.985779	45.10296491
8.260808753	11.831755	0.18511653	363.3345	24.987396	45.09999004
8.260799471	11.822132	0.18515253	363.42746	24.987457	45.02657433
8.261658563	11.8197975	0.1851108	363.5653	24.981812	45.00507561
8.261259206	11.816507	0.18499112	363.64835	24.984436	44.98083681
8.259787176	11.809698	0.18504977	363.6438	24.99411	44.9348827
8.260493005	11.816246	0.1851542	363.65512	24.989471	44.98275349
8.260455726	11.801409	0.18511534	363.72345	24.989716	44.86914478
8.260506852	11.804384	0.18518376	363.66098	24.98938	44.89207629
8.261203506	11.795355	0.18521476	363.5877	24.984802	44.82037837
8.260836601	11.800332	0.18520594	362.66632	24.987213	44.85987638
8.262164961	11.796133	0.18526816	362.50168	24.978485	44.82280322
8.26228567	11.794365	0.18534851	362.3777	24.977692	44.80922405
8.262666542	11.792552	0.18519592	362.28268	24.97519	44.79302021
8.260924862	11.788864	0.18534446	362.16733	24.986633	44.7725029
8.260924862	11.798225	0.18503046	362.04892	24.986633	44.84246106
8.260985125	11.792033	0.18525958	361.99094	24.986237	44.7960616
8.261361325	11.793545	0.18541312	361.98145	24.983765	44.8069627
8.25997279	11.789383	0.18547177	361.94696	24.99289	44.78093492
8.260019347	11.784018	0.1854415	361.90967	24.992584	44.73952933
8.259531741	11.785098	0.18538642	361.92493	24.995789	44.74943451
8.258723993	11.789442	0.18550849	362.07294	25.001099	44.78653871
8.258877166	11.789401	0.18556643	362.0074	25.000092	44.7859275
8.25868688	11.790273	0.18555522	362.0216	25.001343	44.79329601
8.25782818	11.797295	0.18531203	362.0673	25.006989	44.84914055
8.258440934	11.796465	0.18510985	361.96655	25.00296	44.83927383
8.258102077	11.799504	0.18530035	362.5665	25.005188	44.8648967
8.257767958	11.809383	0.18405151	361.98193	25.007385	44.93513694
8.258180857	11.79847	0.1843524	361.9376	25.00467	44.8515925
8.258259944	11.802094	0.1844356	361.96698	25.00415	44.87945908
8.258770538	11.798681	0.18448567	361.9781	25.000793	44.85158125
8.257484805	11.804228	0.18408275	362.0048	25.009247	44.89697639
8.258227396	11.795925	0.1841588	361.9671	25.004364	44.83089364
8.258974821	11.791629	0.18412709	361.9277	24.99945	44.79488024
8.258951548	11.793869	0.18440223	361.98062	24.999603	44.81358942
8.258649767	11.793502	0.1841948	361.95425	25.001587	44.81086706
8.258872602	11.785557	0.18450618	361.90967	25.000122	44.75084733
8.258997943	11.7833	0.18430758	361.92624	24.999298	44.73201306
8.259281035	11.785431	0.18445826	361.90247	24.997437	44.74800556
8.258756544	11.7800255	0.18441892	361.9543	25.000885	44.7085075
8.2581439	11.77756	0.18435144	361.93304	25.004913	44.69170851
8.259021064	11.808783	0.18442655	361.9751	24.999146	44.9275816
8.257781797	11.838497	0.18439507	362.0488	25.007294	45.15973375
8.257874715	11.838068	0.18449974	362.09854	25.006683	45.15664259
8.258770538	11.837791	0.1841805	362.14777	25.000793	45.14925763
8.2588075	11.833227	0.18374395	362.06213	25.00055	45.11184372
8.259030495	11.836905	0.18361235	362.0575	24.999084	45.13840178
8.258635925	11.829774	0.18362832	361.8657	25.001678	45.08547911
8.25866376	11.819241	0.18374467	361.9292	25.001495	45.00538226
8.258612654	11.826441	0.18369865	361.92267	25.001831	45.06044057
8.258942269	11.807201	0.18371391	361.81708	24.999664	44.91196942
8.258496602	11.807343	0.1839521	361.69153	25.002594	44.9161007
8.257433711	11.807084	0.1836617	361.74033	25.009583	44.91678066
8.258594097	11.815332	0.18378377	361.66458	25.001953	44.97595235
8.260437162	11.825163	0.18388796	361.71768	24.989838	45.04443401
8.258097362	11.816544	0.18413544	361.63467	25.005219	44.98908298
8.258422379	11.824329	0.18428755	361.6178	25.003082	45.04818719
8.257433711	11.814399	0.18435907	361.64493	25.009583	44.97649872
8.258821494	11.818071	0.18453312	361.53616	25.000458	45.00002609
8.259522461	11.826279	0.18452644	361.42676	24.99585	45.06002502
8.258162455	11.824127	0.18422723	361.33502	25.004791	45.04734957
8.258180857	11.808306	0.18432593	361.42484	25.00467	44.92672621
8.257452415	11.816557	0.18434405	361.4291	25.00946	44.99285934
8.257229647	11.8110695	0.18443704	361.45544	25.010925	44.95224532
8.257173842	11.8065	0.1845305	361.47018	25.011292	44.91799679
8.257262035	11.815536	0.18465567	361.54892	25.010712	44.98747043
8.256621764	11.806956	0.18466544	361.49622	25.014923	44.92440026
8.256468665	11.807991	0.18470836	361.5729	25.01593	44.93315864
8.255795972	11.800681	0.18481827	361.49896	25.020355	44.88047299
8.256431569	11.805103	0.18485832	361.63574	25.016174	44.91200717
8.256320132	11.807856	0.18491626	361.65927	25.016907	44.93382865
8.255712367	11.806454	0.18498659	361.75952	25.020905	44.92588759
8.256115964	11.80815	0.18502975	361.70004	25.01825	44.93749682
8.254432335	11.806948	0.1850431	361.81973	25.029327	44.93505043
8.254794028	11.804232	0.18515301	361.84305	25.026947	44.91341823
8.254307117	11.805759	0.18526125	361.8707	25.030151	44.92761649
8.254733693	11.803039	0.18518233	361.8601	25.027344	44.90468462
8.253820104	11.8060875	0.18523598	361.9104	25.033356	44.93192774
8.254246788	11.800058	0.18524337	361.91815	25.030548	44.88413001
8.252832559	11.793888	0.18519855	362.00763	25.039856	44.84228253
8.253272978	11.803169	0.18512559	361.9171	25.036957	44.91117204
8.252786225	11.809939	0.18518424	361.94324	25.040161	44.96522902
8.252531171	11.807056	0.18527389	361.97696	25.04184	44.94465763
8.25197493	11.798157	0.18526149	361.9986	25.045502	44.87869392
8.251534785	11.801756	0.18528843	361.97604	25.0484	44.90812822
8.250904406	11.803192	0.1852696	361.963	25.052551	44.92151864
8.250529044	11.80529	0.1854024	361.91983	25.055023	44.93977572
8.249384618	11.806622	0.18543553	362.02805	25.062561	44.95468845
8.250125928	11.80554	0.18548465	362.03308	25.057678	44.94372928
8.24922705	11.80632	0.1855793	362.0576	25.063599	44.95377269
8.2487222	11.808495	0.18567133	362.1659	25.066925	44.9729145
8.249681098	11.810759	0.18573308	362.1826	25.060608	44.98676668
8.248634168	11.815038	0.18586302	362.2201	25.067505	45.02436472
8.248564654	11.807621	0.18568707	362.2851	25.067963	44.96693522
8.247462436	11.808437	0.18561935	362.26523	25.075226	44.97719122
8.247814486	11.809666	0.18559122	362.29715	25.072906	44.98504911
8.2473283	11.806388	0.18551636	362.36816	25.07611	44.96149065
8.247189312	11.805031	0.1855824	362.4498	25.077026	44.95201077
8.246249431	11.801836	0.18558979	362.50714	25.083221	44.93132851
8.245943764	11.801414	0.18554664	362.5053	25.085236	44.92908072
8.245980929	11.803074	0.18545055	362.58023	25.084991	44.94112256
8.245999283	11.804632	0.18539143	362.6305	25.08487	44.95265648
8.244828362	11.7998705	0.18536568	362.65854	25.09259	44.92072499
8.244263786	11.801573	0.18536115	362.75677	25.096313	44.93597045
8.244772705	11.804274	0.1853044	362.78888	25.092957	44.95431782
8.244249835	11.800493	0.18541265	362.8346	25.096405	44.92803639
8.24408319	11.806053	0.18540621	362.9139	25.097504	44.9712142
8.242561066	11.803875	0.18539095	362.9267	25.107544	44.96050426
8.243292048	11.8040695	0.18545127	362.96057	25.102722	44.9594152
8.243088447	11.809248	0.18535686	362.9999	25.104065	44.99934875
8.242968231	11.803503	0.18539333	363.1274	25.104858	44.95605434
8.242288227	11.801435	0.18533969	363.08792	25.109344	44.94263888
8.242200316	11.799147	0.18536377	363.19388	25.109924	44.92560653
8.24128447	11.793444	0.18544579	363.18753	25.115967	44.88603482
8.241085502	11.796883	0.18547797	363.18658	25.11728	44.91331565
8.240299563	11.794642	0.18547106	363.25436	25.122467	44.89924692
8.239846424	11.7940445	0.18545103	363.22977	25.125458	44.89636509
8.239448922	11.793807	0.18539548	363.243	25.128082	44.89582728
8.239046758	11.791487	0.18534184	363.29483	25.130737	44.87938071
8.239217768	11.796771	0.18533206	363.32184	25.129608	44.91908849
8.23846425	11.795086	0.18533158	363.40442	25.134583	44.90918066
8.237151827	11.794426	0.18531895	363.35452	25.14325	44.90927
8.238066865	11.794659	0.18532205	363.31555	25.137207	44.90743867
8.237272046	11.79043	0.18534636	363.3563	25.142456	44.87835815
8.237461464	11.793585	0.18540287	363.3397	25.141205	44.90205464
8.23628329	11.794807	0.18537235	363.3451	25.148987	44.91591847
8.236246354	11.796453	0.18568921	363.36234	25.149231	44.93035944
8.235742901	11.795893	0.18570638	363.3679	25.152557	44.92816354
8.236398793	11.794496	0.1857841	363.37396	25.148224	44.91528583
8.235377984	11.79432	0.18569493	363.41953	25.154968	44.91751202
8.234408089	11.794639	0.18554592	363.397	25.161377	44.92300387
8.234731466	11.794333	0.18540144	363.4619	25.15924	44.91860479
8.235036099	11.793776	0.18549275	363.41583	25.157227	44.91362233
8.233225994	11.791632	0.18544674	363.51218	25.16919	44.90415064
8.233646267	11.791864	0.18552065	363.53256	25.166412	44.90465435
8.23369695	11.789897	0.18550158	363.59448	25.166077	44.88929749
8.232478279	11.790847	0.18552327	363.55255	25.174133	44.90152009
8.232815137	11.790247	0.18540454	363.54077	25.171906	44.89495547
8.232159747	11.790487	0.18530226	363.5857	25.176239	44.89884503
8.232136606	11.791201	0.18529367	363.60312	25.176392	44.90435512
8.231887362	11.789303	0.18524027	363.66476	25.17804	44.8905326
8.23077984	11.788729	0.18524408	363.59418	25.185364	44.89055509
8.230844403	11.787162	0.1852727	363.66568	25.184937	44.87845986
8.229723371	11.786583	0.18527889	363.82812	25.192352	44.87851044
8.22978792	11.783752	0.18520045	363.7155	25.191925	44.85616826
8.229095923	11.78723	0.18516707	363.82166	25.196503	44.88535281
8.22963101	11.781155	0.18514633	363.77194	25.192963	44.83662599
8.227698485	11.778342	0.18508959	363.8547	25.20575	44.82246272
8.227357312	11.778207	0.18504333	363.87808	25.208008	44.82253559
8.227965941	11.779375	0.1850245	363.88818	25.20398	44.8289583
8.226384546	11.776745	0.18495011	363.91592	25.214447	44.81470761
8.226449048	11.776387	0.18502069	363.84448	25.21402	44.81208996
8.227094574	11.776047	0.18500972	363.96768	25.209747	44.80686754
8.226416873	11.777639	0.18497586	363.92004	25.214233	44.82155911
8.225283007	11.778797	0.18496895	363.95267	25.22174	44.8348838
8.224762008	11.779942	0.18499112	364.01862	25.22519	44.84583278
8.22579908	11.779077	0.1850431	364.0245	25.218323	44.83537598
8.224849592	11.777866	0.18503451	363.93503	25.22461	44.82982992
8.225033977	11.778925	0.18511915	363.9863	25.223389	44.83765625
8.224296781	11.779572	0.1850419	364.02402	25.228271	44.84511932
8.22284538	11.778264	0.1850388	364.08536	25.237885	44.84085204
8.222578216	11.78007	0.18495774	364.08246	25.239655	44.85529939
8.223232416	11.783783	0.18493056	364.07358	25.235321	44.88097357
8.221974966	11.778971	0.18502927	364.04272	25.243652	44.84966572
8.221891963	11.781305	0.18503499	364.17227	25.244202	44.86788799
8.220584181	11.780498	0.18512702	364.14456	25.252869	44.8673946
8.221205811	11.777325	0.18507695	364.21075	25.248749	44.84037642
8.220869637	11.779404	0.1850164	364.25003	25.250977	44.85729678
8.219948906	11.778069	0.18501997	364.28693	25.25708	44.85075277
8.220436933	11.777266	0.18509889	364.2616	25.253845	44.84309353
8.219935027	11.777127	0.18500638	364.2986	25.257172	44.84352585
8.219267563	11.775924	0.18503213	364.33966	25.261597	44.83710583
8.21904208	11.772583	0.18505025	364.3643	25.263092	44.8125288
8.218991404	11.774073	0.18502069	364.39035	25.263428	44.8239746
8.217997306	11.772657	0.18502831	364.40256	25.27002	44.81712352
8.216626245	11.770035	0.18482447	364.49307	25.279114	44.80140591
8.217408367	11.774851	0.18480778	364.51257	25.273926	44.83506998
8.216299746	11.775948	0.18474674	364.56665	25.28128	44.84753768
8.216170871	11.767537	0.18478489	364.54602	25.282135	44.78388357
8.216653981	11.771852	0.18476605	364.62097	25.27893	44.81488849
